t=     0s {'MemAvailable': 16.49, 'MemFree': 7.64, 'Cached': 8.38, 'Shmem': 0.05, 'AnonPages': 4.96, 'Mapped': 1.03} top=[(3.4, 'VLLM::EngineCor'), (1.72, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 0 %
t=   470s {'MemAvailable': 14.56, 'MemFree': 5.59, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.52, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   475s {'MemAvailable': 14.57, 'MemFree': 5.6, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   480s {'MemAvailable': 14.57, 'MemFree': 5.6, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   485s {'MemAvailable': 14.56, 'MemFree': 5.6, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   490s {'MemAvailable': 14.57, 'MemFree': 5.6, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   495s {'MemAvailable': 14.32, 'MemFree': 5.35, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   500s {'MemAvailable': 14.06, 'MemFree': 5.1, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   505s {'MemAvailable': 13.8, 'MemFree': 4.84, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   510s {'MemAvailable': 13.28, 'MemFree': 4.31, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   515s {'MemAvailable': 13.02, 'MemFree': 4.08, 'Cached': 8.46, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   521s {'MemAvailable': 12.77, 'MemFree': 3.83, 'Cached': 8.46, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   526s {'MemAvailable': 12.24, 'MemFree': 3.29, 'Cached': 8.46, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   531s {'MemAvailable': 11.97, 'MemFree': 3.02, 'Cached': 8.47, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   536s {'MemAvailable': 11.69, 'MemFree': 2.75, 'Cached': 8.47, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   541s {'MemAvailable': 11.04, 'MemFree': 2.29, 'Cached': 8.47, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   546s {'MemAvailable': 10.75, 'MemFree': 2.0, 'Cached': 8.47, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   551s {'MemAvailable': 10.47, 'MemFree': 1.72, 'Cached': 8.47, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   556s {'MemAvailable': 10.71, 'MemFree': 1.33, 'Cached': 8.3, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.42, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   561s {'MemAvailable': 10.47, 'MemFree': 1.33, 'Cached': 8.04, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.42, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   566s {'MemAvailable': 10.13, 'MemFree': 1.23, 'Cached': 7.86, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.42, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
done wall=567s
