t=     0s {'MemAvailable': 16.64, 'MemFree': 8.18, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 4.88, 'Mapped': 1.01} top=[(3.4, 'VLLM::EngineCor'), (1.59, 'python3'), (0.55, 'claude'), (0.26, 'codex')] gpu=[N/A], 0 %
t=   470s {'MemAvailable': 15.95, 'MemFree': 7.51, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   476s {'MemAvailable': 15.95, 'MemFree': 7.51, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   481s {'MemAvailable': 15.96, 'MemFree': 7.51, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   486s {'MemAvailable': 15.96, 'MemFree': 7.51, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   491s {'MemAvailable': 15.97, 'MemFree': 7.52, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   496s {'MemAvailable': 15.97, 'MemFree': 7.52, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   501s {'MemAvailable': 15.95, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   506s {'MemAvailable': 15.94, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   511s {'MemAvailable': 15.94, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   516s {'MemAvailable': 15.95, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   521s {'MemAvailable': 15.94, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   526s {'MemAvailable': 15.94, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   531s {'MemAvailable': 15.95, 'MemFree': 7.5, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   536s {'MemAvailable': 15.93, 'MemFree': 7.49, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   541s {'MemAvailable': 15.93, 'MemFree': 7.49, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   546s {'MemAvailable': 15.93, 'MemFree': 7.49, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   551s {'MemAvailable': 15.93, 'MemFree': 7.49, 'Cached': 7.78, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   556s {'MemAvailable': 15.95, 'MemFree': 7.49, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   562s {'MemAvailable': 15.95, 'MemFree': 7.49, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   567s {'MemAvailable': 15.95, 'MemFree': 7.49, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   572s {'MemAvailable': 15.94, 'MemFree': 7.49, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   577s {'MemAvailable': 15.93, 'MemFree': 7.47, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   582s {'MemAvailable': 15.93, 'MemFree': 7.47, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   587s {'MemAvailable': 15.93, 'MemFree': 7.47, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   592s {'MemAvailable': 15.93, 'MemFree': 7.47, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   597s {'MemAvailable': 15.92, 'MemFree': 7.45, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   602s {'MemAvailable': 15.92, 'MemFree': 7.44, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   607s {'MemAvailable': 15.92, 'MemFree': 7.44, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   612s {'MemAvailable': 15.91, 'MemFree': 7.43, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   617s {'MemAvailable': 15.9, 'MemFree': 7.42, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   622s {'MemAvailable': 15.89, 'MemFree': 7.42, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   627s {'MemAvailable': 15.89, 'MemFree': 7.42, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   632s {'MemAvailable': 15.89, 'MemFree': 7.42, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   637s {'MemAvailable': 15.89, 'MemFree': 7.41, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   642s {'MemAvailable': 15.89, 'MemFree': 7.41, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   648s {'MemAvailable': 15.87, 'MemFree': 7.4, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   653s {'MemAvailable': 15.87, 'MemFree': 7.4, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   658s {'MemAvailable': 15.87, 'MemFree': 7.4, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   663s {'MemAvailable': 15.87, 'MemFree': 7.39, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   668s {'MemAvailable': 15.87, 'MemFree': 7.4, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   673s {'MemAvailable': 15.88, 'MemFree': 7.43, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   678s {'MemAvailable': 15.88, 'MemFree': 7.42, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   683s {'MemAvailable': 15.87, 'MemFree': 7.42, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   688s {'MemAvailable': 15.85, 'MemFree': 7.4, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   693s {'MemAvailable': 15.84, 'MemFree': 7.38, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   698s {'MemAvailable': 15.84, 'MemFree': 7.39, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   703s {'MemAvailable': 15.84, 'MemFree': 7.39, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   708s {'MemAvailable': 15.84, 'MemFree': 7.39, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   713s {'MemAvailable': 15.84, 'MemFree': 7.39, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   718s {'MemAvailable': 15.83, 'MemFree': 7.38, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   723s {'MemAvailable': 15.82, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   729s {'MemAvailable': 15.82, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   734s {'MemAvailable': 15.82, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   739s {'MemAvailable': 15.83, 'MemFree': 7.37, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   744s {'MemAvailable': 15.83, 'MemFree': 7.38, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   749s {'MemAvailable': 15.84, 'MemFree': 7.38, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   754s {'MemAvailable': 15.83, 'MemFree': 7.37, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   759s {'MemAvailable': 15.82, 'MemFree': 7.37, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   764s {'MemAvailable': 15.81, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   769s {'MemAvailable': 15.81, 'MemFree': 7.35, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   774s {'MemAvailable': 15.82, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   779s {'MemAvailable': 15.82, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   784s {'MemAvailable': 15.82, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   789s {'MemAvailable': 15.81, 'MemFree': 7.36, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   794s {'MemAvailable': 15.81, 'MemFree': 7.35, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   799s {'MemAvailable': 15.79, 'MemFree': 7.33, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   804s {'MemAvailable': 15.8, 'MemFree': 7.34, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   809s {'MemAvailable': 15.79, 'MemFree': 7.33, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   815s {'MemAvailable': 15.78, 'MemFree': 7.33, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   820s {'MemAvailable': 15.79, 'MemFree': 7.33, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   825s {'MemAvailable': 15.79, 'MemFree': 7.34, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   830s {'MemAvailable': 15.79, 'MemFree': 7.33, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   835s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   840s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   845s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   850s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   855s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   860s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   865s {'MemAvailable': 15.78, 'MemFree': 7.32, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   870s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   875s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   880s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   885s {'MemAvailable': 15.77, 'MemFree': 7.31, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   890s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   895s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   901s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   906s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   911s {'MemAvailable': 15.74, 'MemFree': 7.29, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   916s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   921s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   926s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   931s {'MemAvailable': 15.73, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   936s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
